id,disposition
normal_K00433.02,1
normal_K00434.01,0
normal_K00435.01,1
normal_K00435.03,1
normal_K00435.04,1
normal_K00435.05,1
normal_K00435.06,1
normal_K00438.01,1
normal_K00438.02,1
normal_K00439.01,1
normal_K00439.02,0
normal_K00441.01,0
normal_K00442.01,1
normal_K00442.02,1
normal_K00442.03,1
normal_K00443.01,1
normal_K00446.01,1
normal_K00446.02,1
normal_K00447.01,0
normal_K00448.01,1
normal_K00448.02,1
normal_K00449.01,0
normal_K00450.01,0
normal_K00451.01,0
normal_K00452.01,1
normal_K00453.01,0
normal_K00454.01,1
normal_K00455.01,0
normal_K00456.01,1
normal_K00456.02,1
normal_K00457.01,1
normal_K00457.02,1
normal_K00459.01,1
normal_K00459.02,1
normal_K00460.01,1
normal_K00461.01,0
normal_K00462.01,0
normal_K00463.01,1
normal_K00464.01,1
normal_K00464.02,1
normal_K00465.01,0
normal_K00467.01,1
normal_K00468.01,1
normal_K00470.01,1
normal_K00471.01,1
normal_K00471.02,1
normal_K00472.01,1
normal_K00473.01,1
normal_K00474.01,1
normal_K00474.02,1
normal_K00474.04,1
normal_K00475.01,1
normal_K00475.02,1
normal_K00476.01,1
normal_K00477.01,1
normal_K00478.01,1
normal_K00479.01,1
normal_K00480.01,1
normal_K00481.01,1
normal_K00481.02,1
normal_K00481.03,1
normal_K00482.01,0
normal_K00483.01,1
normal_K00484.01,1
normal_K00485.01,0
normal_K00486.01,1
normal_K00487.01,1
normal_K00488.01,1
normal_K00489.01,0
normal_K00489.02,0
normal_K00490.01,1
normal_K00490.02,1
normal_K00490.03,1
normal_K00490.04,1
normal_K00491.01,0
normal_K00492.01,1
normal_K00493.01,0
normal_K00494.01,1
normal_K00495.01,0
normal_K00496.01,1
normal_K00497.01,1
normal_K00497.02,1
normal_K00498.01,0
normal_K00499.01,1
normal_K00500.01,1
normal_K00500.02,1
normal_K00500.03,1
normal_K00500.04,1
normal_K00500.05,1
normal_K00502.01,0
normal_K00503.01,1
normal_K00504.01,1
normal_K00505.01,1
normal_K00505.02,1
normal_K00505.03,1
normal_K00505.04,1
normal_K00505.05,1
normal_K00506.01,0
normal_K00507.01,1
normal_K00508.01,1
normal_K00508.02,1
normal_K00509.01,1
normal_K00509.02,1
normal_K00509.03,1
normal_K00510.01,1
normal_K00510.02,1
normal_K00510.03,1
normal_K00510.04,1
normal_K00511.01,1
normal_K00511.02,1
normal_K00512.01,1
normal_K00513.01,1
normal_K00514.01,0
normal_K00515.01,0
normal_K00516.01,0
normal_K00517.01,1
normal_K00518.01,1
normal_K00518.02,1
normal_K00518.03,1
normal_K00519.01,1
normal_K00519.02,1
normal_K00520.01,1
normal_K00520.02,1
normal_K00520.03,1
normal_K00520.04,1
normal_K00523.01,1
normal_K00523.02,1
normal_K00524.01,1
normal_K00526.01,1
normal_K00527.01,0
normal_K00528.01,1
normal_K00528.02,1
normal_K00528.03,1
normal_K00529.01,0
normal_K00530.01,1
normal_K00532.01,1
normal_K00533.01,1
normal_K00533.02,1
normal_K00534.01,1
normal_K00534.02,1
normal_K00535.01,1
normal_K00536.01,1
normal_K00537.01,1
normal_K00538.01,1
normal_K00539.01,0
normal_K00540.01,0
normal_K00541.01,1
normal_K00542.01,1
normal_K00542.02,1
normal_K00543.01,1
normal_K00543.02,1
normal_K00544.01,0
normal_K00545.01,0
normal_K00546.01,1
normal_K00546.02,1
normal_K00547.01,1
normal_K00547.03,1
normal_K00548.01,1
normal_K00549.01,0
normal_K00549.02,0
normal_K00550.01,1
normal_K00551.01,1
normal_K00551.02,1
normal_K00552.01,0
normal_K00553.01,0
normal_K00555.01,1
normal_K00555.02,1
normal_K00556.01,0
normal_K00557.01,1
normal_K00558.01,1
normal_K00559.01,0
normal_K00560.01,1
normal_K00561.01,1
normal_K00562.01,0
normal_K00563.01,1
normal_K00564.01,1
normal_K00564.02,1
normal_K00564.03,1
normal_K00565.01,0
normal_K00566.01,1
normal_K00567.01,1
normal_K00567.02,1
normal_K00567.03,1
normal_K00568.01,1
normal_K00568.02,1
normal_K00569.01,1
normal_K00569.02,1
normal_K00570.01,0
normal_K00571.01,1
normal_K00571.02,1
normal_K00571.03,1
normal_K00571.04,1
normal_K00571.05,1
normal_K00572.01,1
normal_K00572.02,1
normal_K00573.01,1
normal_K00573.02,1
normal_K00574.01,1
normal_K00574.02,1
normal_K00575.01,1
normal_K00576.01,0
normal_K00577.01,1
normal_K00577.02,1
normal_K00578.01,1
normal_K00579.01,1
normal_K00579.02,1
normal_K00580.01,1
normal_K00581.01,1
normal_K00581.02,1
normal_K00582.01,1
normal_K00582.02,1
normal_K00582.03,1
normal_K00583.01,1
normal_K00584.01,1
normal_K00584.02,1
normal_K00584.03,1
normal_K00585.01,1
normal_K00586.01,1
normal_K00587.01,1
normal_K00588.01,1
normal_K00589.01,0
normal_K00590.01,1
normal_K00590.02,1
normal_K00591.01,0
normal_K00592.01,1
normal_K00593.01,1
normal_K00593.02,1
normal_K00593.03,1
normal_K00594.01,0
normal_K00595.01,0
normal_K00596.01,1
normal_K00597.01,1
normal_K00597.02,1
normal_K00597.03,1
normal_K00598.01,1
normal_K00598.02,1
normal_K00599.01,1
normal_K00600.01,1
normal_K00601.01,1
normal_K00601.03,1
normal_K00602.01,1
normal_K00603.01,0
normal_K00604.01,0
normal_K00605.01,1
normal_K00606.01,0
normal_K00608.01,0
normal_K00609.01,0
normal_K00610.01,1
normal_K00612.01,1
normal_K00612.02,1
normal_K00612.03,1
normal_K00613.01,0
normal_K00614.01,1
normal_K00615.01,0
normal_K00616.01,0
normal_K00617.01,0
normal_K00618.01,1
normal_K00619.01,0
normal_K00620.01,1
normal_K00620.02,1
normal_K00620.03,1
normal_K00623.01,1
normal_K00623.02,1
normal_K00623.03,1
normal_K00623.04,1
normal_K00624.01,1
normal_K00624.02,1
normal_K00624.03,1
normal_K00625.01,0
normal_K00626.01,1
normal_K00627.01,1
normal_K00627.02,1
normal_K00628.01,1
normal_K00629.01,1
normal_K00630.01,0
normal_K00631.01,1
normal_K00632.01,1
normal_K00633.01,1
normal_K00634.01,0
normal_K00635.01,1
normal_K00636.01,0
normal_K00637.01,0
normal_K00638.01,1
normal_K00638.02,1
normal_K00639.01,1
normal_K00640.01,1
normal_K00642.01,0
normal_K00643.01,0
normal_K00644.01,0
normal_K00645.01,1
normal_K00645.02,1
normal_K00646.01,0
normal_K00647.01,1
normal_K00649.01,1
normal_K00650.01,1
normal_K00651.01,0
normal_K00651.02,0
normal_K00652.01,1
normal_K00653.01,0
normal_K00654.01,1
normal_K00654.02,1
normal_K00655.01,1
normal_K00655.02,1
normal_K00656.01,0
normal_K00657.01,1
normal_K00657.02,1
normal_K00658.01,1
normal_K00658.02,1
normal_K00658.03,1
normal_K00659.01,1
normal_K00660.01,1
normal_K00661.01,1
normal_K00661.02,1
normal_K00662.01,1
normal_K00663.01,1
normal_K00663.02,1
normal_K00664.01,1
normal_K00664.02,1
normal_K00664.03,1
normal_K00665.01,1
normal_K00665.02,1
normal_K00665.03,1
normal_K00666.01,1
normal_K00667.01,0
normal_K00668.01,0
normal_K00669.01,0
normal_K00670.01,1
normal_K00671.01,1
normal_K00671.02,1
normal_K00671.03,1
normal_K00671.04,1
normal_K00672.01,1
normal_K00672.02,1
normal_K00672.03,0
normal_K00673.01,1
normal_K00674.01,1
normal_K00675.01,0
normal_K00676.01,1
normal_K00676.02,1
normal_K00677.01,0
normal_K00678.01,1
normal_K00678.02,1
normal_K00679.01,1
normal_K00679.02,1
normal_K00680.01,1
normal_K00681.01,0
normal_K00685.01,1
normal_K00688.01,1
normal_K00689.01,1
normal_K00690.01,0
normal_K00691.01,1
normal_K00691.02,1
normal_K00692.01,1
normal_K00692.02,1
normal_K00693.01,1
normal_K00693.02,1
normal_K00694.01,1
normal_K00695.01,1
normal_K00696.01,0
normal_K00697.01,1
normal_K00698.01,0
normal_K00699.01,0
normal_K00700.01,1
normal_K00700.02,1
normal_K00700.03,1
normal_K00700.04,1
normal_K00701.01,1
normal_K00701.02,1
normal_K00701.03,1
normal_K00701.04,1
normal_K00701.05,1
normal_K00702.01,0
normal_K00703.01,0
normal_K00704.01,1
normal_K00705.01,0
normal_K00706.01,0
normal_K00707.01,1
normal_K00707.02,1
normal_K00707.03,1
normal_K00707.04,1
normal_K00707.05,1
normal_K00708.01,1
normal_K00708.02,1
normal_K00709.01,1
normal_K00710.01,1
normal_K00710.02,1
normal_K00710.03,1
normal_K00711.01,1
normal_K00711.02,1
normal_K00711.03,1
normal_K00712.01,0
normal_K00713.01,0
normal_K00714.01,1
normal_K00715.01,0
normal_K00717.01,1
normal_K00717.02,1
normal_K00718.01,1
normal_K00718.02,1
normal_K00718.03,1
normal_K00719.01,1
normal_K00719.02,1
normal_K00719.03,1
normal_K00719.04,1
normal_K00720.01,1
normal_K00720.02,1
normal_K00720.03,1
normal_K00720.04,1
normal_K00721.01,1
normal_K00722.01,1
normal_K00723.01,1
normal_K00723.02,1
normal_K00723.03,1
normal_K00724.01,0
normal_K00725.01,0
normal_K00726.01,0
normal_K00727.01,0
normal_K00729.01,0
normal_K00730.01,1
normal_K00730.02,1
normal_K00730.03,1
normal_K00730.04,1
normal_K00731.01,0
normal_K00732.01,1
normal_K00733.01,1
normal_K00733.02,1
normal_K00733.03,1
normal_K00733.04,1
normal_K00734.01,1
normal_K00736.01,1
normal_K00736.02,1
normal_K00736.03,0
normal_K00737.01,0
normal_K00738.01,1
normal_K00738.02,1
normal_K00739.01,1
normal_K00740.01,1
normal_K00741.01,0
normal_K00742.01,0
normal_K00743.01,0
normal_K00744.01,0
normal_K00744.02,0
normal_K00745.01,0
normal_K00746.01,1
normal_K00747.01,1
normal_K00748.01,0
normal_K00749.01,1
normal_K00749.02,1
normal_K00749.03,1
normal_K00750.01,1
normal_K00750.04,0
normal_K00751.01,1
normal_K00752.02,1
normal_K00754.01,0
normal_K00755.01,1
normal_K00756.01,1
normal_K00756.02,1
normal_K00756.03,1
normal_K00757.02,1
normal_K00757.03,1
normal_K00758.01,1
normal_K00759.01,1
normal_K00759.02,1
normal_K00761.01,0
normal_K00762.01,1
normal_K00763.01,0
normal_K00764.01,1
normal_K00765.01,1
normal_K00766.01,1
normal_K00767.01,1
normal_K00768.01,0
normal_K00769.01,1
normal_K00770.01,0
normal_K00771.01,0
normal_K00772.01,0
normal_K00773.01,1
normal_K00774.01,0
normal_K00775.01,1
normal_K00775.02,1
normal_K00775.03,1
normal_K00776.01,1
normal_K00778.01,1
normal_K00779.01,0
normal_K00780.01,1
normal_K00781.01,1
normal_K00782.01,1
normal_K00783.01,1
normal_K00784.01,1
normal_K00784.02,1
normal_K00785.01,1
normal_K00786.01,1
normal_K00787.01,1
normal_K00787.02,1
normal_K00788.01,1
normal_K00789.01,0
normal_K00790.01,1
normal_K00790.02,1
normal_K00791.01,1
normal_K00792.01,0
normal_K00793.01,0
normal_K00794.01,1
normal_K00795.01,1
normal_K00796.01,0
normal_K00798.01,0
normal_K00799.01,0
normal_K00800.01,1
normal_K00800.02,1
normal_K00801.01,1
normal_K00803.01,0
normal_K00804.01,1
normal_K00805.01,0
normal_K00806.01,1
normal_K00806.02,1
normal_K00806.03,1
normal_K00806.04,0
normal_K00806.05,0
normal_K00807.01,0
normal_K00808.01,0
normal_K00809.01,1
normal_K00810.01,1
normal_K00811.01,1
normal_K00812.01,1
normal_K00812.02,1
normal_K00812.03,1
normal_K00812.04,1
normal_K00813.01,1
normal_K00814.01,1
normal_K00816.01,1
normal_K00817.01,1
normal_K00817.02,1
normal_K00818.01,1
normal_K00819.01,0
normal_K00821.01,1
normal_K00822.01,0
normal_K00824.01,1
normal_K00825.01,1
normal_K00825.02,1
normal_K00826.01,1
normal_K00827.01,0
normal_K00828.01,0
normal_K00829.01,1
normal_K00829.02,1
normal_K00829.03,1
normal_K00830.01,1
normal_K00831.01,0
normal_K00832.01,0
normal_K00833.01,0
normal_K00834.01,1
normal_K00834.02,1
normal_K00834.03,1
normal_K00834.04,1
normal_K00834.05,1
normal_K00835.01,1
normal_K00835.02,1
normal_K00836.01,0
normal_K00837.01,1
normal_K00837.02,1
normal_K00838.01,0
normal_K00839.01,0
normal_K00840.01,1
normal_K00841.01,1
normal_K00841.02,1
normal_K00841.03,1
normal_K00842.01,1
normal_K00842.02,1
normal_K00843.01,1
normal_K00844.01,1
normal_K00845.01,1
normal_K00846.01,1
normal_K00847.01,1
normal_K00848.01,0
normal_K00849.01,1
normal_K00850.01,1
normal_K00851.01,1
normal_K00852.01,1
normal_K00853.01,1
normal_K00853.02,1
normal_K00854.01,1
normal_K00855.01,1
normal_K00857.01,1
normal_K00857.02,1
normal_K00859.01,0
normal_K00860.01,0
normal_K00861.01,1
normal_K00862.01,0
normal_K00863.01,1
normal_K00864.01,1
normal_K00864.02,1
normal_K00864.03,1
normal_K00866.01,0
normal_K00867.01,1
normal_K00869.01,1
normal_K00869.02,1
normal_K00869.03,1
normal_K00869.04,1
normal_K00870.01,1
normal_K00870.02,1
normal_K00872.01,1
normal_K00872.02,1
normal_K00873.01,1
normal_K00874.01,1
normal_K00874.02,1
normal_K00875.01,1
normal_K00876.01,0
normal_K00877.01,1
normal_K00877.02,1
normal_K00877.03,1
normal_K00878.01,1
normal_K00879.01,0
normal_K00880.01,1
normal_K00880.02,1
normal_K00880.03,1
normal_K00880.04,1
normal_K00881.01,1
normal_K00881.02,1
normal_K00882.01,0
normal_K00884.01,1
normal_K00884.02,1
normal_K00884.03,1
normal_K00885.01,0
normal_K00886.01,1
normal_K00886.02,1
normal_K00886.03,1
normal_K00887.01,1
normal_K00888.01,0
normal_K00889.01,1
normal_K00890.01,1
normal_K00891.01,1
normal_K00892.01,1
normal_K00892.02,1
normal_K00893.01,1
normal_K00894.01,0
normal_K00895.01,0
normal_K00896.01,1
normal_K00896.02,1
normal_K00897.01,1
normal_K00898.01,1
normal_K00898.02,1
normal_K00898.03,1
normal_K00899.01,1
normal_K00899.02,1
normal_K00899.03,1
normal_K00900.01,1
normal_K00903.01,1
normal_K00904.01,1
normal_K00904.02,1
normal_K00904.03,1
normal_K00904.04,1
normal_K00904.05,1
normal_K00905.01,0
normal_K00906.01,1
normal_K00906.02,1
normal_K00906.03,1
normal_K00907.01,1
normal_K00907.02,1
normal_K00907.03,1
normal_K00907.04,1
normal_K00908.01,1
normal_K00909.01,0
normal_K00910.01,1
normal_K00911.01,1
normal_K00911.02,1
normal_K00912.01,1
normal_K00912.02,1
normal_K00913.01,1
normal_K00915.01,0
normal_K00916.01,1
normal_K00917.01,0
normal_K00918.01,1
normal_K00918.02,0
normal_K00919.01,0
normal_K00920.01,1
normal_K00921.01,1
normal_K00921.02,1
normal_K00921.03,1
normal_K00922.01,1
normal_K00923.01,1
normal_K00925.01,0
normal_K00926.01,1
normal_K00927.01,0
normal_K00929.01,1
normal_K00929.02,1
normal_K00930.01,0
normal_K00931.01,1
normal_K00932.01,0
normal_K00933.01,0
normal_K00934.01,1
normal_K00934.02,1
normal_K00934.03,1
normal_K00935.01,1
normal_K00935.02,1
normal_K00935.03,1
normal_K00936.01,1
normal_K00936.02,1
normal_K00937.01,1
normal_K00938.01,1
normal_K00938.02,1
normal_K00938.03,1
normal_K00939.01,1
normal_K00939.02,1
normal_K00939.03,1
normal_K00939.04,1
normal_K00940.01,1
normal_K00941.01,1
normal_K00941.02,1
normal_K00941.03,1
normal_K00942.01,1
normal_K00943.01,1
normal_K00944.01,0
normal_K00945.01,1
normal_K00945.02,1
normal_K00946.01,0
normal_K00947.01,1
normal_K00948.01,1
normal_K00949.01,1
normal_K00951.01,1
normal_K00951.02,1
normal_K00952.01,1
normal_K00952.02,1
normal_K00952.03,1
normal_K00952.04,1
normal_K00952.05,1
normal_K00953.01,1
normal_K00954.01,1
normal_K00954.02,1
normal_K00955.01,1
normal_K00956.01,1
normal_K00957.01,0
normal_K00958.01,1
normal_K00959.01,0
normal_K00960.01,0
normal_K00961.01,1
normal_K00961.02,1
normal_K00961.03,1
normal_K00962.01,0
normal_K00964.01,0
normal_K00965.01,0
normal_K00966.01,0
normal_K00966.02,0
normal_K00967.01,0
normal_K00968.01,0
normal_K00969.01,0
normal_K00973.01,0
normal_K00975.01,1
normal_K00976.01,0
normal_K00977.01,0
normal_K00978.01,0
normal_K00979.01,0
normal_K00980.01,0
normal_K00981.01,0
normal_K00982.01,0
normal_K00983.01,0
normal_K00983.02,0
normal_K00985.01,0
normal_K00986.01,1
