reviewer_id,place_id,rating
159.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
473.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
367.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
579.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
627.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
976.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
976.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
441.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
708.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
720.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
918.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
448.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
531.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
341.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
227.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
361.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
790.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
756.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
301.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
132.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
528.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
836.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
897.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
584.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
706.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
256.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
682.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
931.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
618.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
574.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
871.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
94.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
974.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
44.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
558.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
935.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
141.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
526.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
716.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
330.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
498.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
882.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
40.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
381.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
248.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
732.0,ChIJ_49r7jn_0YURdP7aK7krgd0,2
12.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
865.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
992.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
366.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
334.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
564.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
937.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
821.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
61.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
569.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
91.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
486.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
82.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
302.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
847.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
645.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
49.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
249.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
649.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
868.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
900.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
346.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
847.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
795.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
59.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
121.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
81.0,ChIJ_49r7jn_0YURdP7aK7krgd0,2
197.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
52.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
1.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
78.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
951.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
114.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
308.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
274.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
635.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
497.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
699.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
171.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
325.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
77.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
572.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
709.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
712.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
429.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
286.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
961.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
935.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
935.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
317.0,ChIJ_49r7jn_0YURdP7aK7krgd0,1
983.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
539.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
844.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
435.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
819.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
961.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
124.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
449.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
29.0,ChIJ_49r7jn_0YURdP7aK7krgd0,2
714.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
930.0,ChIJ_49r7jn_0YURdP7aK7krgd0,1
840.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
338.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
78.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
412.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
503.0,ChIJ_49r7jn_0YURdP7aK7krgd0,1
398.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
725.0,ChIJ_49r7jn_0YURdP7aK7krgd0,3
703.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
335.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
543.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
701.0,ChIJ_49r7jn_0YURdP7aK7krgd0,4
507.0,ChIJ_49r7jn_0YURdP7aK7krgd0,1
348.0,ChIJ_49r7jn_0YURdP7aK7krgd0,5
590.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
252.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
276.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
173.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
430.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
562.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
188.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
265.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
359.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
569.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
515.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
554.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
972.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
541.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
780.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
183.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
188.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
399.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
897.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
59.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
632.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
425.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
823.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
849.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
562.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
60.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
242.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
869.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
972.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
676.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
249.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
334.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
666.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
822.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
677.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
129.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
458.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
621.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
316.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
339.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
824.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
296.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
58.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
351.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
513.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
303.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
934.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
658.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
799.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
914.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
904.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
280.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
538.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
552.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
875.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
300.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
990.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
559.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
467.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
761.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
484.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
43.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
289.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
679.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
297.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
725.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
19.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
709.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
662.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
616.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
471.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
115.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
129.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
928.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
492.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
998.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
145.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
472.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
95.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
171.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
492.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
537.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
577.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
891.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
717.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
466.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
109.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
950.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
261.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
41.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
225.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
229.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
674.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
894.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
60.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
84.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,3
620.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
300.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,4
688.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
684.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
374.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,2
260.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
737.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
963.0,ChIJ_6PxIP_-0YURb-iv-Yq3gPM,5
997.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
993.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
925.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
266.0,ChIJ04dL3rr40YURAM4KJYTf3F0,2
160.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
823.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
85.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
383.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
994.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
248.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
125.0,ChIJ04dL3rr40YURAM4KJYTf3F0,2
225.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
172.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
151.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
389.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
913.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
673.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
446.0,ChIJ04dL3rr40YURAM4KJYTf3F0,1
523.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
261.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
834.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
295.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
614.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
552.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
307.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
803.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
610.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
341.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
993.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
346.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
1000.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
779.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
369.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
69.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
295.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
980.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
874.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
99.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
681.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
488.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
619.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
621.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
129.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
137.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
595.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
742.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
563.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
684.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
4.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
51.0,ChIJ04dL3rr40YURAM4KJYTf3F0,3
301.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
583.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
980.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
924.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
670.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
26.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
483.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
748.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
551.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
712.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
25.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
921.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
471.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
829.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
968.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
803.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
81.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
906.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
687.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
83.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
697.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
356.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
546.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
518.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
82.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
663.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
810.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
800.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
637.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
161.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
352.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
405.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
429.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
777.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
859.0,ChIJ04dL3rr40YURAM4KJYTf3F0,3
234.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
147.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
966.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
974.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
612.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
455.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
287.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
46.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
345.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
674.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
72.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
856.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
753.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
327.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
96.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
293.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
382.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
94.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
12.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
170.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
587.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
859.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
994.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
746.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
936.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
748.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
829.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
336.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
648.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
96.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
406.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
172.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
877.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
282.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
221.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
506.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
264.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
729.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
983.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
362.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
346.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
603.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
29.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
133.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
683.0,ChIJ04dL3rr40YURAM4KJYTf3F0,3
551.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
257.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
989.0,ChIJ04dL3rr40YURAM4KJYTf3F0,4
707.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
921.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
196.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
1.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
867.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
62.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
908.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
434.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
988.0,ChIJ04dL3rr40YURAM4KJYTf3F0,5
