Id,Category,Topic,Source,Headline,Text,Link
188,Fake,Security,Censura 0,¡FUERTE ATAQUE! Hija de Peña nieto sufre atentado por parte del Cartel de Sinaloa ¿INICIA LA VENGANZA?,"¡FUERTE ATAQUE! Hija de Peña nieto sufre atentado por parte del Cartel de Sinaloa ¿INICIA LA VENGANZA?
El Cartel de Sinaloa se había manifestado contra el gobierno Nacional luego de que se extraditara a el capo de capos El Chapo Guzman, la amenaza habría ido directamente contra el presidente de la república, lo que tomo a todos por sorpresa es que el blanco principal resulto ser la mismisima Paulina Peña.
El incidente se llevó acabo en la residencia del novio de la joven, cuando se disponía a abandonar el lugar la camioneta blindada que transportaba a la joven fue abordada por dos camionetas negras de las cuales se bajaron sicarios que sin mediar iniciaron una balacera, el incidente murieron *NUMBER* guardaespaldas de la joven quienes protegieron la vida de la misma.
El procurador de Veracruz, Emeterio López, aseguró que la PGR atrajo la investigación del atentado, misma que llevará a cabo a través de la Subprocuraduría de Investigaciones contra la Delincuencia Organizada (SIEDO), lo que fue desmentido horas más tarde por la dependencia federal. La ejecución tuvo lugar en los primeros minutos del lunes en el Boulevard Adolfo Ruiz Cortines esquina Bolívar, frente a la llamada Plaza de la Soberanía, en plena zona turística del puerto de Veracruz.",http://censura0.com/2018/04/08/fuerte-ataque-hija-de-pena-nieto-sufre-atentado-por-parte-del-cartel-de-sinaloa-inicia-la-venganza/
189,Fake,Security,Hay noticia,La DGT obligará a los copilotos a pasar también el test de alcoholemia,"La DGT obligará a los copilotos a pasar también el test de alcoholemia Una nueva medida propuesta por la Dirección General de Tráfico (DGT) obligará también a los pilotos y acompañantes de los conductores a soplar en el test de alcoholemia.
Según la DGT es bueno que aunque el piloto no haya bebido haya dentro del vehículo otra persona libre de alcohol por si durante el viaje el conductor se pudiera sentir indispuesto. Para los conductores que viajen solos no se tendrá en cuenta esto, pero aquellos que vayan acompañados deberán pasar el test de alcoholemia para que al menos uno de los acompañantes pueda contar como conductor alternativo. ""Creemos que es la forma más segura de conducir, nadie sabe si al conductor le pueda pasar algo durante el trayecto y es bueno que haya siempre un copiloto disponible"" explica Alberto Bermúdez, director de comunicación de la DGT.
La nueva medida se pondrá en marcha a partir del próximo *NUMBER* de Julio con el fin de que éste verano podamos tener unas carreteras más seguras en nuestro país.",https://haynoticia.es/2la-dgt-obligara-a-los-copilotos-pasar-tambien-test-alcoholemia-3333/
190,Fake,Security,Hay noticia,Detienen a un periodista por cometer delitos para escribir el mismo las noticias,"Detienen a un periodista por cometer delitos para escribir el mismo las noticias
Esta misma mañana ha sido detenido un periodista de un conocido diario nacional, cuyo nombre no han querido desvelar de momento para proteger el anonimato del presunto delincuente, tras haberse finalizado una larga investigación de distintos delitos ocurridos durante el último año y que presuntamente él había realizado y redactado posteriormente en su sección de noticias.
La Policía llevaba meses sospechando de este avispado periodista ""tras acudir para investigar varios delitos siempre llegaba al instante el mismo periodista para cubrir la noticia, incluso en las últimas ocasiones estaba ya allí cuando llegaba alguno de nuestros compañeros, era muy sospechoso"". El periodista fue detenido mientras redactaba su presuntamente última fechoría en las oficinas del prestigiosos diario.
Los delitos han sido de todo tipo, desde robos menores en tiendas a atracos con arma blanca en bancos pasando por supuestos secuestros de mascotas, un auténtico catálogo de actos delictivos que casualmente luego documentaba y publicaba el mismo. El periodista ha declarado que ""confieso mis delitos, pero es que me resultaba imposible llegar a fin de mes con la actualidad de este país, nunca me ha gustado escribir sobre política y deportes y no había más material, así que decidí crearlo yo mismo"".",https://haynoticia.es/detienen-periodista-cometer-delitos-escribir-las-noticias3333/
193,Fake,Security,Hay noticia,El Gobierno legalizará algunos delitos el Día de los Inocentes si se hacen como broma,"El Gobierno legalizará algunos delitos el Día de los Inocentes si se hacen como broma
Un portavoz del Gobierno ha informado a través de un comunicado oficial que legalizará diversos delitos leves durante el Día de los Inocentes siempre y cuando se demuestre que se han realizado a modo de broma.
Según los datos que ha mostrado, las inocentadas han disminuido durante los últimos *NUMBER* años ""nos preocupa que se pierda esta divertida costumbre y queremos fomentar que la gente se anime a seguir celebrando inocentadas en este día tan especial"". Tal y como han asegurado, las bromas se han trasladado a la redes sociales perdiéndose la verdadera esencia de este día.
Para potenciar las inocentadas el Gobierno permitirá algunos actos que de normal son ilegales ""nos hemos inspirado un poco en la saga de películas de La Purga, donde permiten cualquier acto delictivo durante un día para aliviar las tensiones de los ciudadanos, lógicamente no llegaremos tan lejos, tan solo se podrán realizar delitos menores y siempre justificados como una inocentada"".",https://haynoticia.es/gobierno-legalizara-delitos-dia-los-inocentes-se-hacen-broma3333/
195,Fake,Security,El mundo today,Tirotean a un humorista que se atrevió a dibujar una caricatura de Maluma,"Tirotean a un humorista que se atrevió a dibujar una caricatura de Maluma
IRRUMPIERON EN SU DOMICILIO AL GRITO DE ""¡MALUMA ES GRANDE!""
Un humorista gráfico ha resultado herido leve tras ser víctima de un tiroteo por parte de tres fanáticos seguidores de Maluma. El dibujante Julián Torreblanca, más conocido como Colorín, había publicado días atrás una caricatura del cantante colombiano en una revista musical, en parte animado por el hecho de que algunos tuiteros le habían dicho ""con Maluma no hay huevos"", retándolo así a publicar el dibujo.
Tras la publicación, a primera hora de la mañana, tres fans encapuchados entraron en el domicilio del dibujante, situado en Soria, al grito de ""¡Maluma es grande!"", disparando contra Colorín. Según la pareja del agredido, antes de abandonar la escena del crimen uno de ellos dijo ""Vamo a ser feliz, vamo a ser feliz, felice loh cuatro"", un verso muy conocido entre los malumetanos.
La directora del diario que publicó el retrato de Maluma afirma que este ataque no conseguirá su cometido, que no es otro que la malumización de occidente. ""No nos arrodillaremos ante la música latina"", ha afirmado en un comunicado. ""Seguiremos haciendo uso de la libertad de expresión hasta que nuestras hijas e hijos puedan salir a la calle y ponerse con el culo en pompa sin miedo a que alguien perree con ellos"", ha añadido.
El violento Estado Reguetónico es una rama extremista del panchanguismo que promueve las ideas de que Maluma es su profeta. Como tal, interpreta como una ofensa cualquier dibujo caricaturesco de su ídolo. En cambio, no tiene ningún problema con las imágenes de estudio y sin camiseta que publican varias revistas musicales, con las que se pretende captar nuevos adeptos.",http://www.elmundotoday.com/2018/06/tirotean-a-un-humorista-que-se-atrevio-a-dibujar-una-caricatura-de-maluma/
196,Fake,Security,Censura 0,INTERPOL ordena detención INMEDIATA de OSORIO CHONGi: Este es su prontuario criminal,"INTERPOL ordena detención INMEDIATA de OSORIO CHONGi: Este es su prontuario criminal
La Organización Policial Internacional (Interpol) publicó la ficha de búsqueda del ex Secretario de Gobernación de México, Miguel Ángel Osorio Chong, solicitada por la Procuraduría General de la República (PGR).
En tanto, la Fiscalía de Chihuahua notificó a la Dirección General de Asuntos Policiales Internacionales de la PGR sobre una orden de aprehensión girada en contra del exmandatario, por su probable responsabilidad en el delito de peculado.
Con la ficha roja, el priista podría ser aprehendido en cualquiera de los *NUMBER* países donde la Interpol actúa.",http://censura0.com/2018/04/03/interpol-ordena-detencion-inmediata-de-osorio-chongi-este-es-su-prontuario-criminal/
200,Fake,Health,El Dizque,Descubren que una dieta a base de tacos puede prevenir el cáncer,"Descubren que una dieta a base de tacos puede prevenir el cáncer
Un grupo de científicos mexicanos conmocionó a la opinión pública al anunciar que los tacos podrían ser una de las formas más eficaces para combatir el cáncer, de acuerdo a una serie de experimentos realizados por el equipo.
""Nos llevó varios años completar esta investigación"", nos contó el profesor Porfirio Tacuche, líder del Proyecto Autónomo para Infundir la Salud Alimentaria (PAISA). ""Por lo que pudimos comprobar, las personas que comen tacos de manera regular, es decir, más de dos órdenes de cinco al día, han demostrado ser los menos propensos a morir de cáncer"".
Los tacos pueden ser ""de carnitas, de longaniza, de suadero, de tripa, de nana, de buche, de nenepil o campechanos, acá con su salsita bien picosa, cebollita y cilantrito, y de pilón un tepache o una chela bien helada, ¡pa'que amarren!"", añadió.
De acuerdo a la investigación, de *NUMBER* personas que participaron en el estudio, consumiendo unicamente taquitos cocinados con manteca a lo largo de una década, sólo un *NUMBER*% de ellos llegó a contraer cáncer.
Y efectivamente, pudimos ver los resultados de las investigaciones, y las cifras no mienten. La gran mayoría de los sujetos de prueba falleció de infarto al miocardio, complicaciones renales, hipertensión y otro tipo de enfermedades, pero el cáncer era casi inexistente.
Al parecer, este descubrimiento será de importancia capital para mejorar el nivel de vida de la población mexicana.",https://www.eldizque.com/descubren-que-una-dieta-a-base-de-tacos-puede-prevenir-el-cancer/
201,Fake,Health,El Dizque,Descubren que la falta de sexo puede afectar la percepción de los colores,"Descubren que la falta de sexo puede afectar la percepción de los colores
De acuerdo a una serie de estudios realizados por un grupo de científicos de la Universidad de Cambridge, la falta de sexo puede provocar que la retina vaya perdiendo paulatinamente la capacidad de distinguir las diferentes tonalidades, en especial aquellas dentro de la escala de grises. Por ello, se aconseja que se practique cuando menos una vez a la semana —o dos, de ser posible—esa actividad conocida por muchos nombres alrededor del mundo y que los estadounidenses repiten sin parar como su grosería favorita, en especial Samuel L. Jackson.
Claro que el problema es que un servidor anda ahorita soltero y pues este mal que parecerá trivial para muchos a mí me afecta demasiado. Por ejemplo, en este momento ya no puedo ver lo que estoy escribiendo. Por más que tecleo y tecleo, mi pantalla está en blanco, y la verdad ya no sé si tenga caso seguir, porque igual no muchos podrán leer esto, con eso de que el gobierno nos tiene a todos malcogidos, pues yo creo que ya somos un país de daltónicos.
Por eso dicen que la gente no lee: porque no puede, no porque no quiera. Uno qué más quisiera que ir al puesto de periódicos y comprar El o La Jornada para leer las últimas noticias, pero pues así pus no se pinches puede.",https://www.eldizque.com/descubren-que-falta-de-sexo-puede-afectar-la-percepcion-de-los-colores/
202,Fake,Health,El Dizque,Descubren la relación entre los teléfonos celulares y el cáncer,"Descubren la relación entre los teléfonos celulares y el cáncer
Muchas tecnologías desarrolladas a lo largo de la historia se han utilizado por años antes de conocer todos sus alcances y consecuencias. Un ejemplo es el DDT, insecticida muy usado durante la primera mitad del siglo XX y prohibido en *NUMBER* debido a potenciales peligros para la salud humana.
Ahora ese parece ser el destino de los teléfonos celulares, los cuales utilizan una tecnología relativamente nueva, y cuyo uso se ha masificado apenas en los últimos *NUMBER* años. Hoy en día, es común ver a cualquier persona en la calle utilizando un Smartphone para mantenerse en contacto permanente con sus amigos y familiares.
Esta dinámica de vida podría cambiar para muchas personas, pues de acuerdo a un estudio elaborado por el profesor Estanislao Badiraguato, académico de la Universidad de Navojoa, un amplio sector de los usuarios podrían desarrollar una afección derivada del uso constante del celular.
""Nuestras investigaciones revelaron datos alarmantes"", declaró el profesor Badiraguato. ""Existe un enorme número de personas que, si siguen usando sus celulares, podrán contraer una enorme fobia a estos"".
— ¿Qué personas serán las afectadas, profesor?
— Específicamente las que sean cáncer. Las de otros signos zodiacales no deben preocuparse.
El profesor Badiraguato, que se especializa en astrología, ahora estudia la posibilidad de que los géminis y los sagitario desarrollen a futuro una aversión hacia el Whatsapp.",https://www.eldizque.com/descubren-la-relacion-entre-los-celulares-y-el-cancer/
203,Fake,Health,El mundo today,La ONU prohíbe fumar en la guerra de Siria,"La ONU prohíbe fumar en la guerra de Siria
LA OMS MUESTRA SU PREOCUPACIÓN POR LOS FUMADORES PASIVOS
""El tabaco mata cada año a cientos de miles de soldados y deja malheridos a miles de millones más"". Así de contundente es el dato esgrimido por Fatjon Hoxa, Alto Comisionado de la OMS para Lacras Sociales, que se hizo público en octubre. Los miembros del Consejo de Seguridad Permanente de la ONU, hartos de denunciar crímenes contra los derechos humanos cometidos por el Estado Islámico, han jugado su última carta: ""Cientos de civiles y niños soldados de Daesh tienen que soportar el humo de milicianos fumadores. Esperemos que esto haga reaccionar por fin a las potencias occidentales, pues parece que es un tema que alarma e indigna a la ciudadanía"".
Ahmed tiene *NUMBER* años. Es excombatiente de una de las *NUMBER* milicias sirias. Una explosión lo dejó sin piernas ni brazos, sordomudo y ciego. Pero Ahmed es un luchador. Jamás perdió las ganas de vivir. Su familia lo considera ""un hombre feliz"". Su único hobby es fumar. Desde hace dos semanas Ahmed tose mucho. El médico le ha diagnosticado bronquitis. Es culpa del tabaco. Un nubarrón se cierne sobre el futuro de este hombre jovial.
Hillary Clinton se mostró tajante durante la campaña electoral: ""Prohibiré que se fume en todas las guerras en las que participemos"". La postura de Donald Trump al respecto aún no se conoce. Vladimir Putin se ha mostrado abierto a hacer ""lo contrario que decidan los americanos"".
En consecuencia, el Consejo General de la ONU aprobó ayer por unanimidad la prohibición total de fumar en la guerra de Siria. La resolución entrará en vigor en *NUMBER*.
A partir de ese día, en los escenarios bélicos de Siria, podrán respirar un poco mejor.",http://www.elmundotoday.com/2016/11/la-onu-prohibe-fumar-en-la-guerra-de-siria/
204,Fake,Health,20 Minutos,Crema de semen para rejuvenecer la piel,"Crema de semen para rejuvenecer la piel
Está fabricada a base de miel y de las proteínas y nutrientes del semen.
Ya la utilizaba Cleopatra y las geishas japonesas.
Debe utilizarse por la noche y cuando la luna está en fase creciente.
Es necesario que se aplique por la noche y con la cara limpia.
Una crema hecha a base de las proteínas y nutrientes que contiene el semen se ha convertido en el tratamiento más revolucionario en Colombia. Ya en uno de los documentos más antiguos de la cultura egipcia, conocido como el Papiro de Ebers, se revelaba uno de los métodos más extravagantes pero efectivos que utilizaba Cleopatra para preservar su juventud y belleza.
Tras investigar durante más de tres años, Martín Carrillo, un cirujano colombiano especialista en medicina estética, comprobó las bondades de este tratamiento y después de perfeccionar la fórmula ha decidido lanzarlo al mercado.
Se trata de una crema espesa de color blanco fabricada a base de miel y de las proteínas y nutrientes que contiene el semen.
Carrillo leyó cientos de libros en los que se contaba con todo lujo de detalles que Cleopatra tenía un esclavo dedicado exclusivamente a esta tarea, pues todas las noches debía aplicarse un poco de este líquido que posee facultades extraordinarias de rejuvenecimiento. Una práctica peculiar que también llevaban a cabo las geishas japonesas.
El semen tiene propiedades astringentes, rehabilitadoras y antioxidantes
""El semen tiene propiedades astringentes, rehabilitadoras y antioxidantes"", asegura Carrillo, quien un mes después de probar la crema en su propia piel comenzó a notar los resultados: las líneas de expresión de su rostro empezaron a desaparecer, su piel estaba más suave e hidratada y las finas arrugas que tenía en la frente eran prácticamente imperceptibles.
Ante estas contundentes pruebas, se puso en contacto con un reconocido laboratorio para elaborar este producto, que se ha convertido en la revelación de los tratamientos cosméticos en Colombia.
Pero para que esta crema sea eficaz en hombres y mujeres mayores de *NUMBER* años, es necesario que se aplique por las noches, con la cara limpia, y cuando la luna está en fase creciente. ""Durante este período el cuerpo es más receptivo y esto favorece la nutrición de cualquier tejido, pues se abren los poros"", explica Carrillo.
Las personas entre los *NUMBER* y *NUMBER* años se deben aplicar este tratamiento, que funciona como un botox tópico, todos los días durante cuatro períodos lunares y los que tengan más de *NUMBER* deben hacerlo durante seis períodos lunares. El efecto dura dos años.
Carrillo asegura que para tener un cutis terso y tonificado durante una fiesta, puede aplicarse la crema en cualquier momento del día. El efecto durará cerca de *NUMBER* horas. Además, es un producto que puede utilizarse para prevenir y combatir el envejecimiento en diferentes zonas del cuerpo como los glúteos, el busto y el cuello.",https://amp.20minutos.es/noticia/448256/0/crema/semen/rejuvenecer/
205,Fake,Health,Hay noticia,Un banco de semen denuncia a un donante por llenar los frascos con leche condensada,"Un banco de semen denuncia a un donante por llenar los frascos con leche condensada
Un banco de semen valenciano ha denunciado a uno de sus donantes habituales por, presuntamente, defraudar miles de euros. El método utilizado fue el de llenar los frascos con leche condensada, en lugar de semen.
Las donaciones fraudulentas podrían ascender a más de veinte. El director del banco explicaba que como las muestras se congelan varios meses, hasta que no fueron descongeladas no se percataron del engaño. ""Lo que más nos extrañó fue que llenaba cuatro frascos en diez minutos, cuando lo normal es uno, pero nos comentó que era hijo de ganadero y por ello eyaculaba cual caballo percherón"".
El denunciado se enfrenta a un delito de estafa continuada por el que la clínica reclama la devolución íntegra del dinero entregado, aunque lo más grave es que la leche condensada fue introducida vaginalmente a una mujer cuando todavía no se conocía el engaño. Afortunadamente, explica el director, ""yo mismo le succioné la leche rápidamente sin mayor complicación"". Después del desprestigio que está padeciendo la clínica tras el incidente, el hombre se alivia diciendo que, al menos, usan la leche condensada para merendar desde hace un mes, aunque en una ocasión se confundieron y aderezaron el café con semen.",https://haynoticia.es/banco-semen-denuncia-donante-llenar-los-frascos-leche-condensada5555/
206,Fake,Health,El coleccionista de datos,Tomar agua antes de acostarse es bueno,"Tomar agua antes de acostarse es bueno
EL AGUA, LOS CALAMBRES NOCTURNOS, PREVENCIÓN DE INFARTOS
ESTAS RECOMENDACIONES NO SON PRECISAMENTE DE LAS ""ABUELITAS"",
SON DE PROFESIONALES DE LA SALUD.
WATER AND YOU!
El agua y la noche…Cuántas personas conocen que dicen que no quieren tomar nada antes de acostarse, porque entonces tendrán la molestia de levantarse durante la noche para ir al baño.
Cuando le pregunte al cardiólogo el por qué la gente necesita orinar tanto de noche, la respuesta fue:
La Gravedad mantiene agua en la parte inferior del cuerpo cuando uno está parado. (Las piernas se hinchan). Al acostarte, la parte inferior del cuerpo (piernas, etc.) quedan al mismo nivel que los riñones, en ese momento es cuando los riñones solicitan sacar el agua procesada (sucia), porque es más fácil. Por ello todos necesitamos una cantidad mínima de agua para limpiar las toxinas del cuerpo. Momento correcto para tomar agua.
Muy importante, de acuerdo a los Cardiólogos. El tomar agua en ciertos momentos maximiza su efectividad en el cuerpo:
Dos vasos de agua al levantarse, ayudan a activar los órganos internos.
Un vaso de agua *NUMBER* minutos antes de cada comida, ayuda a la digestión.
Un vaso de agua antes de bañarse, ayuda a reducir la presión sanguínea.
Un vaso de agua antes de acostarse, evita los infartos y los derrames cerebrales.
Los médicos han informado que el agua antes de acostarse también ayudará a prevenir los calambres de piernas nocturnos. Los músculos de las piernas están buscando hidratarse cuando te dan esos calambres de pantorrilla y/o muslos.
Por favor pásales esta información a las personas que son importantes para ti.",http://www.elcolombiano.com/blogs/elcoleccionista/tomar-agua-antes-de-acostarse-es-bueno/4176
211,Fake,Health,Hay noticia,Hospitales españoles instalarán chips de identificación en los bebés a partir de *NUMBER*,"Hospitales españoles instalarán chips de identificación en los bebés a partir de *NUMBER*
La nueva Ley obligará a instalar un chip de identificación en la muñeca de todos los bebés nacidos a partir de Enero de *NUMBER*.
El Gobierno ha querido tranquilizar de antemano a los padres ya que aseguran que será un proceso rápido e indoloro que aportará numerosas ventajas durante la vida de sus hijos. En primer lugar, y como principal utilidad, el chip será utilizado para sustituir a los actuales DNI, contendrá todos los datos personales y podrá ser leído por los Organismos correspondientes ""se acabaron las fotos poco favorecidas en los carnets"". Además, contará con navegador GPS que facilitará el seguimiento de los niños desde una aplicación móvil.
Informará de los kilómetros recorridos, de las pulsaciones y la tensión arterial, e incluso gestionará los puntos del carnet de conducir, y todo ello en un chip del tamaño de un grano de arroz. La Ley establece también que la función GPS podrá ser desactivada a partir de los *NUMBER* años a petición del joven ""a partir de ciertas edades quizás no le interesé ser monitorizado las *NUMBER* horas"".",https://haynoticia.es/hospitales-espanoles-instalaran-chips-identificacion-los-bebes-partir-2018-3333/
213,Fake,Health,enpareja.com,Las frutas que contagiaron VIH en *NUMBER*,"Las frutas que contagiaron VIH en *NUMBER*
Hay mensajes de alerta circulando por todas las redes sociales donde te advierten que tengas cuidado con las naranjas y plátanos, ya que muchas de estas frutas han sido inyectadas con sangre portadora del VIH (virus de inmunodeficiencia humana) que una vez activo desarrolla el SIDA. La noticia se ha compartido más de *NUMBER* veces desde el *NUMBER* de febrero y que habla de fruta de Libia incautada en Argelia, también hay otra en la que se dice que incautaron plátanos infectados con el virus.
Lógicamente este es solo un malintencionado rumor, que viene siendo como una adaptación moderna de leyendas urbanas sobre comida infectada con el virus que llevan difundiéndose al menos desde *NUMBER*, según Snopes, página web especializada en desmentir bulos (noticias falsas). El rumor de las naranjas tiene su origen en un foro argeliano, en el que se explicó lo mismo y con las mismas fotos el *NUMBER* de diciembre de *NUMBER*. De ahí saltó a páginas de Facebook también de Argelia, y acabó siendo traducido al inglés el *NUMBER* de febrero, dos días antes de que apareciera en español.
Para terminar de esclarecer estos rumores es importante saber algunos datos, empecemos por aclarar que aunque las naranjas o lo plátanos estuvieran infectados con sangre portadora del VIH no sería posible contagiarse, ya que el virus de ninguna manera de transmite de ese modo.
El doctor Pep Coll, de la Fundación Lucha contra el Sida, es tajante al respecto: ""El virus no puede sobrevivir fuera del cuerpo humano"". Si nos comiéramos una de estas naranjas o plátanos (que lo más probable es que ni siquiera existan) el virus estaría ya muerto y no nos contagiaríamos, añade.
Snopes cita una página del centro de control de enfermedades de Estados Unidos, que afirma que no hay forma de transmitir el virus a través de la comida: ""incluso aunque contuviera pequeñas cantidades de sangre o semen infectada con HIV, la exposición al aire, el calor al ser cocinada y el ácido del estómago destruirían el virus"".
Para suerte de muchos crédulos, el nivel de información en cuestión de infecciones de transmisión sexual es por lo general lo suficientemente elevado. De hecho, el rumor se desmentía en los comentarios de los post y algunas de estas actualizaciones en Facebook y Twitter se ha llenado de bromas al respecto.
A pesar de todo eso, el miedo e incertidumbre que causa el mortal virus hace difícil desmentir rumores al respecto. Ya ha habido muchos bulos sobre ese tema inclusive mucho antes de la llegada de las redes sociales, como ya hemos mencionado, Snopes data los rumores sobre comida infectada con este virus ya en *NUMBER*, las historias transcurrían en lugares populares o transcurridos, bares y restaurantes de comidas rápida o exótica.
Para que este tipo de historias no te tomen desprevenido (a), simplemente toma las medidas pertinentes para evitar el contagio, que como sabemos es a través de contacto sexual con una persona infectada, la transmisión por vía sanguínea (uso de jeringuillas o material de uso personal cortante), de madre a hijo (durante el embarazo, el parto o la lactancia).",https://www.enpareja.com/salud/Las-frutas-que-contagiaron-VIH-en-2015-20160108-0012.html
215,Fake,Health,Eco Portal,La FDA finalmente admite que el pollo contiene arsénico que causa cáncer,"La FDA finalmente admite que el pollo contiene arsénico que causa cáncer
Después de años de esconder el problema esperando que nadie se diera cuenta, la FDA (Food and Drug Administration) de los Estados Unidos ha admitido por fin que la carne de pollo que se vende en este país contiene arsénico, un químico tóxico que causa cáncer y que es mortal en dosis elevadas. Pero la verdadera historia es saber de dónde proviene el arsénico. ¿Están listos para la revelación? ¡Se agrega a la alimentación de las gallinas a propósito!
Peor aún, la FDA dice que su propia investigación demuestra que el arsénico añadido a la alimentación de los pollos termina en la carne que consumen los humanos. Así que durante los últimos sesenta años, los consumidores estadounidenses que comen pollo han estado consumiendo arsénico, un conocido químico cancerígeno.
Hasta antes de que se publicara este nuevo estudio, tanto la industria avícola como la FDA negaban que el arsénico que daban a los pollos terminaba concentrado en su carne. La excusa es que todos hemos sido alimentados durante sesenta años y que el arsénico se excreta en las heces de pollo. Nunca hubo base científica para hacer tal afirmación; simplemente era lo que la industria avícola quería que todos creyeran. Ahora la evidencia es tan innegable que el fabricante del producto de alimentación de pollos conocido como Roxarsone ha decidido retirar el producto de los estantes. Curiosamente, el fabricante que ha estado poniendo arsénico en la alimentación de los pollos todos estos años es Pfizer, la misma compañía que fabrica las vacunas que contienen substancias químicas que se inyectan en los niños.
Técnicamente, los productores de Roxarsone son una subsidiaria de Pfizer, llamada Alpharma LLC. Aunque Alpharma ha acordado retirar la dosificación tóxica de los estantes en los Estados Unidos, dice que no necesariamente lo eliminará de los productos de alimentación para pollos que se venden en otros países (léase países en vías de desarrollo), a menos que sea obligado por los reguladores para hacerlo.
Scott Brown de la división de Desarrollo de Medicina Veterinaria de la Investigación y de Pfizer Animal Health, manifestó a las agencias noticiosas que la compañía también vende este ingrediente a una docena de otros países. Dijo que Pfizer está tratando de llegar a las autoridades reguladoras de esos países para decidir si lo venden de forma individual.
Pero a pesar de que la verdad ya ha salido a la luz, la FDA continúa su campaña de negación, alegando que el arsénico en los pollos se encuentra en un nivel tan bajo que aún es seguro para el consumo a pesar de ser un carcinógeno.
El Consejo Nacional del Pollo está de acuerdo con la FDA. En un comunicado emitido en respuesta a la noticia del retiro del Roxarsone señalaron que el pollo es seguro para comer incluso admitiendo que el arsénico se utiliza en muchos criaderos que venden carne de pollo en los Estados Unidos.
Y aparte de todo este cóctel de arsénico, antibióticos, toxinas y demás, no debemos olvidar la infinita crueldad en la producción de carne de pollo.
Piénsalo por un momento. Si en los países industrializados que viven normados con reglas, estatutos, leyes alusivas y multas significativas aún se masacra impunemente a los pollos como se ve en el video adjunto, ¿qué crees que sucede en los mataderos de los informales países latinoamericanos donde las regulaciones no se cumplen y las leyes están de adorno? Si las condiciones higiénicas en los mataderos de los países industrializados se descubren infracciones sanitarias considerables, ¿qué crees que sucede en los países latinos? ¿Qué substancias indeseables crees que acompañan a tu platillo favorito? Sangre contaminada, heces, orina, tripas, más los demás contaminantes incluidos por los trabajadores de las plantas de procesamiento: tos, flemas, mocos, sangre, escupitajos y ¡sabe Dios qué menjunjes más que le darán a tu pollito con papas un sabor de lo más especial!
No tienes que ser un genio para entender que te estás envenenando, por tu propia mano, paulatina y peligrosamente. Entonces, ¡haz algo para evitarlo ya mismo! La decisión está en tus manos.",https://www.ecoportal.net/paises/estados-unidos/la_fda_finalmente_admite_que_el_pollo_contiene_arsenico_que_causa_cancer/
221,Fake,Health,El Nuevo Dia,El OxyContin es una poderosa droga para el manejo del dolor,"El OxyContin es una poderosa droga para el manejo del dolor
Las sustancias controladas derivadas de los opioides son los medicamentos más efectivos para el control y manejo del dolor, pero su uso desmedido, unido a su considerable lista de efectos secundarios, ha llevado a millones de personas rumbo a la adicción.
Y si bien los opioides son excelentes para mitigar el dolor físico, también son sumamente difíciles de abandonar una vez la adicción se apodera de una persona.
El Departamento de Justicia de Puerto Rico se unió hoy, miércoles, a otros estados de los Estados Unidos al demandar a la farmacéutica Purdue Pharma, a quien responsabilizan por la epidemia de adicción a opiáceos que arropa tanto a la población estadounidense como a miles de puertorriqueños.
Purdue Pharma produce el medicamento para el control del dolor conocido como OxyContin, aunque su portafolio también contiene otros productos para el manejo del dolor con ingredientes activos derivados de la planta de opio como fentanil, codeína e hidrocodona.
Según la literatura del libro de referencia de medicamentos Drug Facts & Comparisons, la droga OxyContin, cuyo ingrediente activo (principal) es el hidroclorato de oxicodona, una sustancia semisinténtica derivada de la tebaína, uno de muchos alcaloides que se encuentra en la planta de opio de Persia.
La oxicodona es un opioide de gran potencia que se receta, tanto en pastillas como en una solución inyectable, para el manejo de dolor moderado a severo en pacientes de cáncer, pacientes que recibieron traumas o personas que se recuperan de operaciones de mayor envergadura.
Drug Facts & Comparisons indica que el OxyContin está disponible en pastillas de *NUMBER*, *NUMBER*, *NUMBER*, *NUMBER*, *NUMBER*, *NUMBER* y *NUMBER* miligramos. Debido a que es un derivado de la planta del opio, sus efectos secundarios son extensos y severos: además de causar adicción si la persona abuso de su uso, la oxicodona puede causar fallos respiratorios, causa una baja en la presión arterial, ansiedad, euforia, una reducción en la sensibilidad al dolor, puede causar apnea de sueño, mareos, nausea, vómitos, pérdida de apetito y nerviosismo.
El OxyContin es uno de los medicamentos al que se le atribuye la epidemia de adicción a los opioides debido a que es sumamente difícil de abandonar (junto con la heroína), especialmente si la persona intenta parar de repente. La adicción a la oxicodona se maneja mediante un programa escalonado en el cual se reduce la dosis paulatinamente hasta dejar de tomarla.
Otro procedimiento para detener los efectos de la oxicodona es mediante el uso del medicamento Narcan, cuyo ingrediente activo, naloxona, bloquea los efectos de los opioides.",https://www.elnuevodia.com/noticias/locales/nota/eloxycontinesunapoderosadrogaparaelmanejodeldolor-2412044/
